"udid","ts","date","prod_name","prod_type",rev
"d2aadfcf06154fef8bd95c4f61678f3f","2016-03-10 16:43:42","2016-03-10","iap_1_gems_5","gems",1810
"0570a9deab414514b9bc8e1f05d2d621","2016-03-10 22:29:15","2016-03-10","iap_1_passes_2","chapterPasses",760
"6b730f0fa590412793857e2988523a48","2016-03-11 04:28:01","2016-03-11","iap_1_gems_5","gems",1810
"c044ef1b4b934dfbbb818c2b9d552e85","2016-03-11 04:44:33","2016-03-11","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-12 11:47:30","2016-03-12","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-13 07:13:07","2016-03-13","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-13 19:04:28","2016-03-13","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-13 19:22:20","2016-03-13","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-14 06:27:42","2016-03-14","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-14 06:48:19","2016-03-14","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-14 18:27:51","2016-03-14","iap_1_gems_5","gems",1810
"6b730f0fa590412793857e2988523a48","2016-03-14 18:31:35","2016-03-14","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-15 07:11:38","2016-03-15","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-15 07:45:03","2016-03-15","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-15 11:44:33","2016-03-15","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-15 11:53:06","2016-03-15","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-15 20:47:53","2016-03-15","iap_1_gems_2","gems",760
"0570a9deab414514b9bc8e1f05d2d621","2016-03-16 00:28:51","2016-03-16","iap_1_passes_1","chapterPasses",410
"d2aadfcf06154fef8bd95c4f61678f3f","2016-03-16 07:39:19","2016-03-16","iap_1_gems_10","gems",3560
"d2aadfcf06154fef8bd95c4f61678f3f","2016-03-16 08:13:44","2016-03-16","iap_1_passes_2","chapterPasses",760
"d2aadfcf06154fef8bd95c4f61678f3f","2016-03-16 16:35:48","2016-03-16","iap_1_gems_5","gems",1810
"d2aadfcf06154fef8bd95c4f61678f3f","2016-03-16 16:43:03","2016-03-16","iap_1_passes_2","chapterPasses",760
"6b730f0fa590412793857e2988523a48","2016-03-16 17:35:03","2016-03-16","iap_1_gems_1","gems",410
"d2aadfcf06154fef8bd95c4f61678f3f","2016-03-16 20:29:01","2016-03-16","iap_1_gems_10","gems",3560
"d2aadfcf06154fef8bd95c4f61678f3f","2016-03-17 14:43:47","2016-03-17","iap_1_passes_2","chapterPasses",760
"6b730f0fa590412793857e2988523a48","2016-03-19 09:34:28","2016-03-19","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-19 09:45:19","2016-03-19","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-19 10:03:51","2016-03-19","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-19 10:39:39","2016-03-19","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-19 11:02:43","2016-03-19","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-19 11:08:38","2016-03-19","iap_1_gems_5","gems",1810
"6b730f0fa590412793857e2988523a48","2016-03-19 11:40:46","2016-03-19","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-19 11:48:26","2016-03-19","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-19 12:03:10","2016-03-19","iap_1_gems_1","gems",410
"d2aadfcf06154fef8bd95c4f61678f3f","2016-03-19 13:04:34","2016-03-19","iap_1_passes_2","chapterPasses",760
"6b730f0fa590412793857e2988523a48","2016-03-19 19:42:47","2016-03-19","iap_1_gems_5","gems",1810
"6b730f0fa590412793857e2988523a48","2016-03-19 20:49:26","2016-03-19","iap_1_passes_2","chapterPasses",760
"6b730f0fa590412793857e2988523a48","2016-03-19 21:42:26","2016-03-19","iap_1_gems_1","gems",410
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-01 03:36:14","2016-03-01","iap_1_gems_2","gems",760
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-01 03:41:39","2016-03-01","iap_1_gems_5","gems",1810
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-01 04:10:19","2016-03-01","iap_1_passes_5","chapterPasses",1810
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-01 04:24:19","2016-03-01","iap_1_gems_2","gems",760
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-01 05:01:32","2016-03-01","iap_1_gems_1","gems",410
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-01 13:11:55","2016-03-01","iap_1_gems_5","gems",1810
"5a6a545b43b94c78be2ece46078ebb97","2016-03-01 13:40:23","2016-03-01","iap_1_gems_1","gems",410
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-02 03:32:55","2016-03-02","iap_1_gems_2","gems",760
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-02 03:33:59","2016-03-02","iap_1_gems_2","gems",760
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-02 10:03:17","2016-03-02","iap_1_passes_1","chapterPasses",410
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-02 10:13:11","2016-03-02","iap_1_passes_2","chapterPasses",760
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-02 10:45:18","2016-03-02","iap_1_gems_2","gems",760
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-02 10:51:33","2016-03-02","iap_1_passes_1","chapterPasses",410
"1415d64a6e0b4449ab512c88ec5bfc1e","2016-03-02 11:17:00","2016-03-02","iap_1_passes_1","chapterPasses",410
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-02 13:59:33","2016-03-02","iap_1_gems_2","gems",760
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-02 14:08:08","2016-03-02","iap_1_gems_2","gems",760
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-02 14:57:25","2016-03-02","iap_1_gems_2","gems",760
"1415d64a6e0b4449ab512c88ec5bfc1e","2016-03-02 15:06:21","2016-03-02","iap_1_passes_1","chapterPasses",410
"1415d64a6e0b4449ab512c88ec5bfc1e","2016-03-02 16:09:17","2016-03-02","iap_1_passes_1","chapterPasses",410
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-03 04:34:51","2016-03-03","iap_1_gems_1","gems",410
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-03 04:37:53","2016-03-03","iap_1_passes_1","chapterPasses",410
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-03 08:34:24","2016-03-03","iap_1_gems_1","gems",410
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-03 08:51:46","2016-03-03","iap_1_gems_2","gems",760
"bc359a4026b047bdb4c3bd233506cf21","2016-03-04 03:04:27","2016-03-04","iap_1_gems_5","gems",1810
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-04 04:25:59","2016-03-04","iap_1_gems_1","gems",410
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-04 04:52:18","2016-03-04","iap_1_gems_2","gems",760
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-04 04:55:23","2016-03-04","iap_1_passes_1","chapterPasses",410
"3e86d75fbb5d4e32b68ca600f02360fd","2016-03-04 05:30:03","2016-03-04","iap_1_gems_2","gems",760
"bde6baada49f42d5a33a59affa6facec","2016-03-04 05:37:33","2016-03-04","iap_1_passes_1","chapterPasses",410
"bde6baada49f42d5a33a59affa6facec","2016-03-04 06:12:09","2016-03-04","iap_1_passes_2","chapterPasses",760
"bde6baada49f42d5a33a59affa6facec","2016-03-04 10:26:33","2016-03-04","iap_1_passes_2","chapterPasses",760
"bc359a4026b047bdb4c3bd233506cf21","2016-03-04 18:04:05","2016-03-04","iap_1_gems_5","gems",1810
"2a26cf8e8af442eb98260e5d1189d52c","2016-03-04 18:54:38","2016-03-04","iap_1_passes_2","chapterPasses",760
"2a26cf8e8af442eb98260e5d1189d52c","2016-03-04 18:55:30","2016-03-04","iap_1_gems_2","gems",760
"3958f21f06ca42f59fd23eb5f3702e14","2016-03-05 09:37:19","2016-03-05","iap_1_gems_2","gems",760
"3958f21f06ca42f59fd23eb5f3702e14","2016-03-05 10:01:43","2016-03-05","iap_1_passes_10","chapterPasses",3555
"3958f21f06ca42f59fd23eb5f3702e14","2016-03-05 10:10:59","2016-03-05","iap_1_gems_10","gems",3560
"1b42231fbbd843e49c64c9a6c9e0fdc0","2016-03-05 14:11:14","2016-03-05","iap_1_gems_2","gems",760
"bc359a4026b047bdb4c3bd233506cf21","2016-03-05 17:24:44","2016-03-05","iap_1_gems_10","gems",3560
"1b42231fbbd843e49c64c9a6c9e0fdc0","2016-03-05 20:39:02","2016-03-05","iap_1_gems_2","gems",760
"bde6baada49f42d5a33a59affa6facec","2016-03-06 06:25:26","2016-03-06","iap_1_gems_1","gems",410
"1b42231fbbd843e49c64c9a6c9e0fdc0","2016-03-06 10:47:06","2016-03-06","iap_1_gems_5","gems",1810
"1b42231fbbd843e49c64c9a6c9e0fdc0","2016-03-06 11:06:43","2016-03-06","iap_1_gems_2","gems",760
"bc359a4026b047bdb4c3bd233506cf21","2016-03-06 12:29:45","2016-03-06","iap_1_passes_10","chapterPasses",3555
"0d8804885b1f4a7db0357bcdad8d8daa","2016-03-06 12:57:45","2016-03-06","iap_1_gems_2","gems",760
"0d8804885b1f4a7db0357bcdad8d8daa","2016-03-06 13:05:03","2016-03-06","iap_1_passes_2","chapterPasses",760
"0d8804885b1f4a7db0357bcdad8d8daa","2016-03-06 14:08:16","2016-03-06","iap_1_passes_2","chapterPasses",760
"5f03db90a85a442888d430687c94bef0","2016-03-06 16:43:10","2016-03-06","iap_1_gems_2","gems",760
"5f03db90a85a442888d430687c94bef0","2016-03-06 16:43:44","2016-03-06","iap_1_passes_2","chapterPasses",760
"5f03db90a85a442888d430687c94bef0","2016-03-06 17:00:35","2016-03-06","iap_1_passes_1","chapterPasses",410
"7f45dc4b0a5a4ce393feaa44000ff14e","2016-03-06 17:06:09","2016-03-06","iap_1_gems_2","gems",760
"2588eced6cfd495495690918078beb58","2016-03-06 19:52:41","2016-03-06","iap_1_gems_2","gems",760
"289fd8b7cbcc4f53bc6a0fd261efb100","2016-03-06 20:42:13","2016-03-06","iap_1_gems_2","gems",760
"289fd8b7cbcc4f53bc6a0fd261efb100","2016-03-06 20:51:07","2016-03-06","iap_1_gems_2","gems",760
"289fd8b7cbcc4f53bc6a0fd261efb100","2016-03-06 20:52:14","2016-03-06","iap_1_gems_2","gems",760
"bc359a4026b047bdb4c3bd233506cf21","2016-03-07 00:00:01","2016-03-07","iap_1_gems_20","gems",7060
"289fd8b7cbcc4f53bc6a0fd261efb100","2016-03-07 05:31:33","2016-03-07","iap_1_gems_1","gems",410
"289fd8b7cbcc4f53bc6a0fd261efb100","2016-03-07 05:41:10","2016-03-07","iap_1_gems_2","gems",760
"289fd8b7cbcc4f53bc6a0fd261efb100","2016-03-07 08:17:27","2016-03-07","iap_1_passes_1","chapterPasses",410
"e3f4d68903a647d9a9ef32819f6235cf","2016-03-07 11:13:08","2016-03-07","iap_1_passes_2","chapterPasses",760
"289fd8b7cbcc4f53bc6a0fd261efb100","2016-03-07 11:17:29","2016-03-07","iap_1_gems_2","gems",760
"e2f288c5595044b5b9cc42b1c36711a8","2016-03-07 13:35:57","2016-03-07","iap_1_gems_2","gems",760
"6a36d86b506042b69206f69e76dff13c","2016-03-07 14:09:14","2016-03-07","iap_1_gems_5","gems",1810
"6a36d86b506042b69206f69e76dff13c","2016-03-07 14:32:52","2016-03-07","iap_1_passes_1","chapterPasses",410
"6a36d86b506042b69206f69e76dff13c","2016-03-07 14:39:05","2016-03-07","iap_1_gems_2","gems",760
"6a36d86b506042b69206f69e76dff13c","2016-03-07 14:43:26","2016-03-07","iap_1_gems_5","gems",1810
"7f45dc4b0a5a4ce393feaa44000ff14e","2016-03-07 15:45:40","2016-03-07","iap_1_gems_2","gems",760
"7f45dc4b0a5a4ce393feaa44000ff14e","2016-03-07 15:45:40","2016-03-07","iap_1_gems_2","gems",760
"7f45dc4b0a5a4ce393feaa44000ff14e","2016-03-07 15:53:07","2016-03-07","iap_1_gems_2","gems",760
"7f45dc4b0a5a4ce393feaa44000ff14e","2016-03-07 15:53:07","2016-03-07","iap_1_gems_2","gems",760
"83805815ca5d48db8ca0b1d9e187c192","2016-03-07 16:13:23","2016-03-07","iap_1_gems_2","gems",760
"83805815ca5d48db8ca0b1d9e187c192","2016-03-07 16:13:23","2016-03-07","iap_1_gems_2","gems",760
"bc359a4026b047bdb4c3bd233506cf21","2016-03-07 16:51:27","2016-03-07","iap_1_gems_10","gems",3560
"2588eced6cfd495495690918078beb58","2016-03-07 22:35:48","2016-03-07","iap_1_gems_2","gems",760
"997dce6e6b4b42178ce673c26973ca6c","2016-03-08 13:16:46","2016-03-08","iap_1_gems_2","gems",760
"997dce6e6b4b42178ce673c26973ca6c","2016-03-08 13:41:20","2016-03-08","iap_1_passes_2","chapterPasses",760
"997dce6e6b4b42178ce673c26973ca6c","2016-03-08 13:46:37","2016-03-08","iap_1_gems_2","gems",760
"997dce6e6b4b42178ce673c26973ca6c","2016-03-08 14:03:03","2016-03-08","iap_1_gems_5","gems",1810
"2588eced6cfd495495690918078beb58","2016-03-08 17:03:57","2016-03-08","iap_1_gems_2","gems",760
"6a36d86b506042b69206f69e76dff13c","2016-03-08 17:07:28","2016-03-08","iap_1_passes_2","chapterPasses",760
"2588eced6cfd495495690918078beb58","2016-03-08 17:16:24","2016-03-08","iap_1_gems_2","gems",760
"997dce6e6b4b42178ce673c26973ca6c","2016-03-08 21:40:32","2016-03-08","iap_1_gems_5","gems",1810
"997dce6e6b4b42178ce673c26973ca6c","2016-03-08 22:57:25","2016-03-08","iap_1_gems_5","gems",1810
"997dce6e6b4b42178ce673c26973ca6c","2016-03-09 00:10:10","2016-03-09","iap_1_passes_2","chapterPasses",760
"997dce6e6b4b42178ce673c26973ca6c","2016-03-09 00:17:52","2016-03-09","iap_1_gems_5","gems",1810
"997dce6e6b4b42178ce673c26973ca6c","2016-03-09 00:35:57","2016-03-09","iap_1_gems_5","gems",1810
"41ecc44a250e449db880aae3e322be1f","2016-03-01 14:05:44","2016-03-01","iap_1_gems_2","gems",760
"41ecc44a250e449db880aae3e322be1f","2016-03-01 14:57:03","2016-03-01","iap_1_passes_2","chapterPasses",760
"41ecc44a250e449db880aae3e322be1f","2016-03-01 15:47:56","2016-03-01","iap_1_passes_2","chapterPasses",760
"8d965024ad424ba1beb6cad0f2ce21f3","2016-03-01 18:10:06","2016-03-01","iap_1_gems_2","gems",760
"8d965024ad424ba1beb6cad0f2ce21f3","2016-03-01 18:15:35","2016-03-01","iap_1_gems_5","gems",1810
"5a4ec61153264e1591c7063770ad866c","2016-03-01 20:50:00","2016-03-01","iap_1_gems_2","gems",760
"5a4ec61153264e1591c7063770ad866c","2016-03-01 21:01:17","2016-03-01","iap_1_gems_2","gems",760
"41ecc44a250e449db880aae3e322be1f","2016-03-02 04:54:54","2016-03-02","iap_1_gems_1","gems",410
"41ecc44a250e449db880aae3e322be1f","2016-03-02 12:31:05","2016-03-02","iap_1_gems_5","gems",1810
"41ecc44a250e449db880aae3e322be1f","2016-03-02 14:21:03","2016-03-02","iap_1_gems_2","gems",760
"41ecc44a250e449db880aae3e322be1f","2016-03-02 14:41:32","2016-03-02","iap_1_gems_2","gems",760
"8d965024ad424ba1beb6cad0f2ce21f3","2016-03-02 17:49:18","2016-03-02","iap_1_gems_5","gems",1810
"41ecc44a250e449db880aae3e322be1f","2016-03-02 17:57:51","2016-03-02","iap_1_gems_5","gems",1810
"41ecc44a250e449db880aae3e322be1f","2016-03-03 04:48:37","2016-03-03","iap_1_gems_1","gems",410
"41ecc44a250e449db880aae3e322be1f","2016-03-03 12:20:08","2016-03-03","iap_1_gems_5","gems",1810
"41ecc44a250e449db880aae3e322be1f","2016-03-03 12:52:52","2016-03-03","iap_1_gems_2","gems",760
"41ecc44a250e449db880aae3e322be1f","2016-03-03 13:24:43","2016-03-03","iap_1_passes_2","chapterPasses",760
"db34a32ab6244365a99d6210f0d7ec0c","2016-03-03 18:47:33","2016-03-03","iap_1_passes_2","chapterPasses",760
"db34a32ab6244365a99d6210f0d7ec0c","2016-03-03 18:57:49","2016-03-03","iap_1_gems_5","gems",1810
"8d965024ad424ba1beb6cad0f2ce21f3","2016-03-04 05:03:26","2016-03-04","iap_1_gems_2","gems",760
"8d965024ad424ba1beb6cad0f2ce21f3","2016-03-04 05:18:52","2016-03-04","iap_1_passes_1","chapterPasses",410
"5a4ec61153264e1591c7063770ad866c","2016-03-04 20:26:24","2016-03-04","iap_1_gems_2","gems",760
"5a4ec61153264e1591c7063770ad866c","2016-03-04 20:30:02","2016-03-04","iap_1_gems_2","gems",760
"db34a32ab6244365a99d6210f0d7ec0c","2016-03-05 00:28:08","2016-03-05","iap_1_gems_2","gems",760
"8a72e363a1d24f13a50d5310cda7d998","2016-03-05 16:05:33","2016-03-05","iap_1_gems_2","gems",760
"41ecc44a250e449db880aae3e322be1f","2016-03-05 19:08:15","2016-03-05","iap_1_passes_2","chapterPasses",760
"f3e508e6a7d946489c39cc5b81d513b6","2016-03-05 21:38:08","2016-03-05","iap_1_gems_2","gems",760
"b12c752d4e004a998ec2a9150bdcaeed","2016-03-06 10:27:36","2016-03-06","iap_1_gems_2","gems",760
"b12c752d4e004a998ec2a9150bdcaeed","2016-03-06 10:27:48","2016-03-06","iap_1_gems_2","gems",760
"b12c752d4e004a998ec2a9150bdcaeed","2016-03-06 10:37:39","2016-03-06","iap_1_passes_2","chapterPasses",760
"b12c752d4e004a998ec2a9150bdcaeed","2016-03-06 11:33:03","2016-03-06","iap_1_gems_1","gems",410
"b12c752d4e004a998ec2a9150bdcaeed","2016-03-06 12:09:26","2016-03-06","iap_1_gems_1","gems",410
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-06 14:09:32","2016-03-06","iap_1_gems_5","gems",1810
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-06 14:18:08","2016-03-06","iap_1_passes_5","chapterPasses",1810
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-06 14:32:58","2016-03-06","iap_1_gems_5","gems",1810
"109addc2ed6240d5a8055f1ef0070700","2016-03-06 14:48:57","2016-03-06","iap_1_gems_2","gems",760
"b12c752d4e004a998ec2a9150bdcaeed","2016-03-06 15:34:27","2016-03-06","iap_1_gems_2","gems",760
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-06 15:42:32","2016-03-06","iap_1_gems_5","gems",1810
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-06 16:40:44","2016-03-06","iap_1_gems_5","gems",1810
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-06 17:11:54","2016-03-06","iap_1_gems_2","gems",760
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-06 17:56:15","2016-03-06","iap_1_gems_5","gems",1810
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-06 18:43:35","2016-03-06","iap_1_gems_2","gems",760
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-06 19:11:14","2016-03-06","iap_1_passes_2","chapterPasses",760
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-06 20:42:27","2016-03-06","iap_1_passes_2","chapterPasses",760
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-06 21:22:04","2016-03-06","iap_1_gems_2","gems",760
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-06 21:53:29","2016-03-06","iap_1_gems_2","gems",760
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-06 22:52:02","2016-03-06","iap_1_gems_2","gems",760
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-06 22:59:23","2016-03-06","iap_1_passes_2","chapterPasses",760
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-06 23:39:41","2016-03-06","iap_1_gems_5","gems",1810
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-07 00:40:43","2016-03-07","iap_1_passes_2","chapterPasses",760
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-07 02:03:21","2016-03-07","iap_1_gems_2","gems",760
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-07 02:59:48","2016-03-07","iap_1_gems_2","gems",760
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-07 17:07:49","2016-03-07","iap_1_passes_2","chapterPasses",760
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-07 17:46:13","2016-03-07","iap_1_gems_1","gems",410
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-07 17:56:02","2016-03-07","iap_1_gems_1","gems",410
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-07 20:19:05","2016-03-07","iap_1_gems_2","gems",760
"db63deadc0c34beea3066534c5494d82","2016-03-07 20:23:45","2016-03-07","iap_1_passes_5","chapterPasses",1810
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-07 20:36:17","2016-03-07","iap_1_passes_2","chapterPasses",760
"1b5b7e95a1f747a89c9242faaec27f38","2016-03-07 20:52:28","2016-03-07","iap_1_gems_5","gems",1810
"fd4982ec8d564915b7451c9391f5c3a1","2016-03-07 21:37:31","2016-03-07","iap_1_passes_5","chapterPasses",1810
"b12c752d4e004a998ec2a9150bdcaeed","2016-03-08 13:25:05","2016-03-08","iap_1_gems_1","gems",410
"10be161aa8214af7a1af11d87070c2ad","2016-03-10 16:42:35","2016-03-10","iap_1_gems_2","gems",760
"10be161aa8214af7a1af11d87070c2ad","2016-03-10 17:04:10","2016-03-10","iap_1_gems_2","gems",760
"10be161aa8214af7a1af11d87070c2ad","2016-03-11 04:45:21","2016-03-11","iap_1_passes_1","chapterPasses",410
